G6,PLI_create_time,solve_time,result,counter,break_type
W|fIIC`KGo@@@`?o_KG@`?CC?GG?WG?KC?@@??MG??X_??|,2.384185791015625e-07,16.344192504882812,True,58,None
W|eIID_KGo@`@`?o_GGB@?KC?WG?OG?KC?@`??KG??[_??^,2.384185791015625e-07,18.63602042198181,True,79,None
WtbIID`GH_a@E@A?`o?E@?WC?OG?wG?M??@@??[G??X_??|,2.384185791015625e-07,14.442590951919556,True,58,None
WtfIID`GH_b?B@?__WGA@?KC?WG?W??MC?@B??KG??w_??v,2.384185791015625e-07,9.29309368133545,True,43,None
WtfIID`GH_b@B@?__WGA@?KC?OG?OG?MC?@B??KG??w_??v,2.384185791015625e-07,17.08620858192444,True,45,None
WtfIID`GH_b?B@?_?WGB@?CC?WG?WG?KC?B@??QG?Bo_??},2.384185791015625e-07,11.900183916091919,True,40,None
WtfIAD`GH_b@B?@__OGE@?WC?OG?wG?GK?A@??wG?@`_?@l,2.384185791015625e-07,12.461530208587646,True,25,None
WtfIID_GH_a@A@B__WWA@?WC?_G?_G?wC?CB??cG??w_??v,4.76837158203125e-07,12.067378759384155,True,36,None
WtfIID_GH_b?B`?p_GGB@?GC?OG?oG?WC??`??MG??X_??|,2.384185791015625e-07,21.812044620513916,True,97,None
W|eII@`KGo@`@`?__WGA@?OC?oG?oG?[C?@@??[G??p_?@t,4.76837158203125e-07,31.19705843925476,True,110,None
WtfIID`GH?a@E?B?_OGE??[C?WW?WG?GC?E@??wG?@B_?EX,2.384185791015625e-07,339.04225301742554,True,405,None
W|eAID`K?o`@B@@?_oGE??WC?oG?wG?M??@`??KG??w_??^,2.384185791015625e-07,13.468786478042603,True,54,None
WtbIID`GH_a@E@A?`?GK@?oC@oG?o??GC?F@??WW?@E_?Bp,2.384185791015625e-07,18.855465412139893,True,75,None
W|eIID_GG_a@A@B?_oGE@?O?@_G@_G?oC?KH?@e??F__?@{,2.384185791015625e-07,22.27566146850586,True,167,None
W|eIID_GG_a@A@B?_oGE@?Oc@_?@_G?oC?K@?@BG?Fo???},2.384185791015625e-07,9.745074033737183,True,26,None
W|eIID_GG_a@A@B?_oGE@?OC@_G@_G?oC?K@?@aG?F__?@{,4.76837158203125e-07,40.66360950469971,True,164,None
W|bIB?pCGo`@B?@__OGC@?oC@o??wG?G[?E???wG?@`_?BL,2.384185791015625e-07,12.250075578689575,True,53,None
W|eII@`GG_b?B@@__OGE@?O?@oG?oW?OS?K@?@w??@`_?BL,2.384185791015625e-07,16.364696264266968,True,44,None
W|eIAD`KGo@@@@@?_oGC@?oC@oG?oW?WC?E@??oG?B__?AN,2.384185791015625e-07,13.83430027961731,True,62,None
WtfIAD`GH_b?A@@?_oGC@?oC@oG?oW?WC?E@??oG?B__?AN,2.384185791015625e-07,14.297166585922241,True,64,None
WtfIAD`GH_b@B?@__OGE@?[??OG?WG?KC?B`??KG??w_??z,2.384185791015625e-07,17.034172534942627,True,76,None
WtfII@`GH_b?B`?__WGA@?[C?OW?OG?WC?D@??WG??k_??^,2.384185791015625e-07,9.622271299362183,True,41,None
